"","No","Nama Sekolah","NPSN","BP","Status","Last Sync","Jml Sync","PD","Rombel","Guru","Pegawai","R. Kelas","R. Lab","R. Perpus","sumber"
"5844","85","KB KEPOMPONG KIDS","69869376","KB","Swasta","-",0,0,0,0,0,3,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5845","86","KB KHOIRU UMMAH","69982097","KB","Swasta","28 Sep 2021 23:45:14",0,0,0,2,1,3,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5846","87","KB KINAR ISLAMI","69989938","KB","Swasta","05 Mar 2022 20:45:29",13,44,4,3,2,4,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5847","88","KB KPPA 2","69869400","KB","Swasta","24 Feb 2022 19:21:27",7,17,2,3,0,2,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5848","89","KB LENTERA","69869413","KB","Swasta","01 Mar 2022 11:41:09",15,29,4,4,1,3,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5849","90","KB MALIKUSSHALEH","69869392","KB","Swasta","08 Mar 2022 19:18:42",7,29,3,3,1,3,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5850","91","KB MERAH PUTIH","69869393","KB","Swasta","10 Mar 2022 19:42:39",10,53,3,8,2,3,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5851","92","KB MUTIARA JINGGA","69869418","KB","Swasta","11 Mar 2022 21:53:46",7,13,3,3,1,3,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5852","93","KB NADHIFAH","69869377","KB","Swasta","30 Sep 2021 12:24:14",0,0,0,2,2,2,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5853","94","KB NUR MUTTAQIN","69869409","KB","Swasta","11 Feb 2022 18:07:37",5,31,2,2,2,3,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5854","95","KB NURUL ANWAR","69869373","KB","Swasta","28 Sep 2021 18:14:33",0,0,0,3,2,2,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5855","96","KB NURUL BACHRI","69869383","KB","Swasta","-",0,0,0,0,0,2,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5856","97","KB NURUL FIKRI","69982189","KB","Swasta","-",0,0,0,0,0,2,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5857","98","KB NURUL JANNAH","69869391","KB","Swasta","26 Feb 2022 14:20:00",3,70,4,2,2,3,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5858","99","KB NURUL KARIMAH","69869410","KB","Swasta","02 Mar 2022 18:48:43",5,63,4,7,1,7,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5859","100","KB NURUL KHAHFI","69971445","KB","Swasta","27 Sep 2021 09:40:11",0,0,0,4,0,2,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5860","101","KB RAHAYU","70005726","KB","Swasta","10 Mar 2022 00:24:38",6,19,2,2,1,2,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5861","102","KB SAKURA YPM-KESUMA","69869378","KB","Swasta","-",0,0,0,0,0,3,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5862","103","KB SALSABILA","69869369","KB","Swasta","-",0,0,0,0,0,2,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5863","104","KB SBB NURUL HUDA","69869404","KB","Swasta","12 Feb 2022 23:07:08",3,41,3,2,2,1,0,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5864","105","KB SEHAT CERIA","70010125","KB","Swasta","15 Mar 2022 23:16:12",14,24,2,1,3,2,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5865","106","KB SUN FLOWER","69869401","KB","Swasta","11 Mar 2022 13:24:48",5,54,4,4,2,4,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5866","107","KB TAMAN BERMAIN CERDAS CERIA","69869419","KB","Swasta","02 Mar 2022 10:17:04",7,78,8,7,1,8,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5867","108","KB TELADAN UWAIS AL QARNI","69973330","KB","Swasta","02 Mar 2022 07:53:18",5,38,2,3,1,2,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5868","109","KB TERATAI 1","69869414","KB","Swasta","26 Sep 2021 10:11:47",0,0,0,1,1,3,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5869","110","KB TUNAS BANGSA","69869387","KB","Swasta","18 Mar 2022 21:07:57",8,13,1,2,2,2,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5870","111","KB TUNAS BANGSA","69869385","KB","Swasta","27 Feb 2022 19:44:32",2,19,2,3,1,2,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5871","112","KB Ummatan Waahidah","69869374","KB","Swasta","25 Feb 2022 15:56:23",4,14,2,2,1,2,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5872","113","KB. CAHAYA ILMU","69869382","KB","Swasta","01 Mar 2022 22:29:22",8,35,4,4,1,4,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5873","114","KB. NURUL ILMI","69869398","KB","Swasta","28 Dec 2021 10:14:44",0,0,0,3,1,3,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5874","115","KB. TIARA","69869381","KB","Swasta","29 Sep 2021 16:24:50",0,0,0,4,1,3,0,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5875","116","PAUD AJI KARIMA NUSANTARA","69949093","KB","Swasta","-",0,0,0,0,0,2,0,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5876","117","PAUD AL HUSNA","69908620","KB","Swasta","25 Feb 2022 09:39:54",7,12,1,1,1,2,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5877","118","PAUD AN NABIIL","70002612","KB","Swasta","30 Sep 2021 22:21:46",0,0,0,3,1,3,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5878","119","PAUD AZKA AZKIA","69953840","KB","Swasta","30 Sep 2021 20:05:37",0,0,0,2,2,2,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5879","120","PAUD BAITUL ILMI","69916436","KB","Swasta","28 Sep 2021 20:51:12",0,0,0,4,0,3,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5880","121","PAUD BERINGIN CERIA","69953801","KB","Swasta","10 Feb 2022 16:49:59",3,19,4,3,2,2,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5881","122","PAUD MUTIARA BUNDA","69946520","KB","Swasta","06 Mar 2022 10:16:25",2,15,2,2,2,2,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5882","123","PAUD SAHABAT KREATIF","69956862","KB","Swasta","02 Oct 2021 16:29:00",0,0,0,2,1,2,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5883","124","TPA GRAHA AL LATHIIF","69869726","TPA","Swasta","11 Mar 2022 10:41:53",8,22,4,4,1,4,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5884","125","POS PAUD ANYELIR","69870071","SPS","Swasta","24 Feb 2022 22:12:08",9,34,3,5,2,3,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5885","126","POS PAUD AZZAHRA","69870062","SPS","Swasta","11 Mar 2022 12:59:38",4,36,2,2,1,2,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5886","127","POS PAUD FLAMBOYAN","69870068","SPS","Swasta","17 Feb 2022 22:20:02",2,17,2,3,2,4,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5887","128","POS PAUD MELATI","69870070","SPS","Swasta","21 Oct 2021 12:23:04",0,0,0,0,1,2,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5888","129","POS PAUD MULYASARI","69870064","SPS","Swasta","24 Feb 2022 21:06:36",6,43,3,4,1,3,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5889","130","POS PAUD TERATAI 2","69870063","SPS","Swasta","28 Feb 2022 23:31:42",3,29,3,3,2,3,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5890","131","SPS TAAM AL HURIYAH","69870065","SPS","Swasta","27 Jan 2022 05:48:11",2,22,3,3,1,2,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5891","132","SPS TAAM ULIL ALBAB","69870069","SPS","Swasta","10 Mar 2022 21:27:31",4,14,1,1,2,2,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5892","133","SD N BAMBU KUNING","20201179","SD","Negeri","22 Feb 2022 23:29:55",8,591,18,20,1,23,1,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5893","134","SD N BOJONGGEDE 03","20201449","SD","Negeri","16 Feb 2022 10:05:57",6,798,24,24,1,12,2,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5894","135","SD N BOJONGGEDE 04","20201448","SD","Negeri","21 Jan 2022 10:05:44",7,471,14,16,3,8,0,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5895","136","SD N BOJONGGEDE 06","20201438","SD","Negeri","14 Mar 2022 21:32:17",17,645,18,19,3,9,0,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5896","137","SD N CITAYAM 03","20201884","SD","Negeri","17 Mar 2022 21:52:12",11,844,24,26,2,0,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5897","138","SD N PABUARAN 01","20200490","SD","Negeri","07 Mar 2022 10:26:59",8,1.109,24,22,4,24,0,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5898","139","SD N PABUARAN 03","20200528","SD","Negeri","12 Mar 2022 08:30:40",20,922,24,23,2,23,1,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5899","140","SD N RAGAJAYA","20200156","SD","Negeri","15 Mar 2022 12:33:26",30,742,20,18,1,18,0,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5900","141","SD N SURAKARYA 01","20200748","SD","Negeri","15 Mar 2022 08:24:25",18,622,16,15,3,16,0,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5901","142","SD N SURAKARYA 03","20200750","SD","Negeri","14 Mar 2022 13:26:25",10,489,14,13,2,12,0,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5902","143","SD NEGERI BOJONGGEDE 01","20201461","SD","Negeri","05 Mar 2022 12:25:08",27,719,20,23,2,14,1,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5903","144","SD NEGERI BOJONGGEDE 02","20201450","SD","Negeri","22 Feb 2022 10:38:55",8,517,18,17,4,10,0,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5904","145","SD NEGERI BOJONGGEDE 05","20201437","SD","Negeri","06 Mar 2022 20:20:34",4,345,11,9,5,10,1,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5905","146","SD NEGERI BOJONGGEDE 07","20201439","SD","Negeri","22 Feb 2022 08:39:01",17,602,18,19,5,16,1,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5906","147","SD NEGERI CIMANGGIS 01","20201760","SD","Negeri","17 Mar 2022 21:58:51",15,499,12,14,4,12,1,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5907","148","SD NEGERI CIMANGGIS 02","20201761","SD","Negeri","18 Feb 2022 19:12:16",18,420,11,10,3,12,0,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5908","149","SD NEGERI CIMANGGIS 03","20201762","SD","Negeri","17 Mar 2022 14:50:36",13,496,12,13,4,11,0,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5909","150","SD NEGERI KEDUNG WARINGIN 01","20201698","SD","Negeri","01 Mar 2022 11:36:47",11,823,20,17,3,8,0,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5910","151","SD NEGERI KEDUNG WARINGIN 02","20201699","SD","Negeri","08 Mar 2022 09:20:46",27,561,14,12,3,6,0,2,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5911","152","SD NEGERI KEDUNG WARINGIN 04","20201688","SD","Negeri","17 Mar 2022 21:03:23",15,477,12,10,3,11,0,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5912","153","SD NEGERI KEDUNG WARINGIN 05","20201687","SD","Negeri","14 Mar 2022 07:46:50",8,876,24,22,4,14,0,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5913","154","SD NEGERI KEDUNGWARINGIN 03","20201689","SD","Negeri","12 Feb 2022 09:31:44",10,411,12,13,2,12,0,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5914","155","SD NEGERI PABUARAN 02","20200523","SD","Negeri","01 Mar 2022 11:26:52",4,970,24,20,4,21,0,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5915","156","SD NEGERI SURAKARYA 02","20200749","SD","Negeri","02 Mar 2022 11:25:52",19,471,12,8,2,6,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5916","157","SD AL BASYARIAH","20258114","SD","Swasta","22 Sep 2021 12:59:40",0,0,0,19,3,6,2,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5917","158","SD BHAKTI PERTIWI","20258125","SD","Swasta","17 Mar 2022 21:34:36",6,93,6,3,1,6,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5918","159","SD FASTABIQUL KHOIROT","20254574","SD","Swasta","29 Jan 2022 22:00:29",4,199,6,7,2,6,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5919","160","SD GENERASI AHAD i-SCHOOL","69954098","SD","Swasta","10 Mar 2022 10:10:56",21,234,11,17,1,11,1,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5920","161","SD ISLAM AL - HUSNA PABUARAN","69972170","SD","Swasta","23 Jan 2022 16:23:37",1,122,6,7,2,6,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5921","162","SD ISLAM AL FALAH","69971706","SD","Swasta","21 Feb 2022 11:34:39",9,316,13,10,4,8,0,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5922","163","SD ISLAM AL HASBIYAH","20230617","SD","Swasta","22 Feb 2022 00:05:23",7,156,7,8,2,7,1,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5923","164","SD ISLAM DAARUS SHOFWAH","69969604","SD","Swasta","14 Jan 2022 11:43:37",7,137,8,14,3,8,1,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5924","165","SD ISLAM TERPADU AL GIFARI","20230614","SD","Swasta","14 Feb 2022 11:26:44",9,559,18,17,7,18,0,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5925","166","SD ISLAM TERPADU AL-IMAN","20230621","SD","Swasta","17 Mar 2022 16:15:20",25,348,16,16,2,16,1,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5926","167","SD IT AROFATUL ULUM","20258295","SD","Swasta","14 Mar 2022 09:52:00",57,300,11,10,5,12,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5927","168","SD IT BINA PRESTASI","20230636","SD","Swasta","14 Mar 2022 11:18:48",5,45,6,6,1,6,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5928","169","SD IT DAARUL FATAA","20230405","SD","Swasta","09 Feb 2022 09:49:18",4,357,12,21,6,12,2,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5929","170","SD IT MI SBAHUSSUDUR","20258145","SD","Swasta","11 Mar 2022 09:50:55",26,247,11,15,3,13,2,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5930","171","SD KARYA BHAKTI","20230676","SD","Swasta","21 Feb 2022 23:00:17",6,141,6,6,1,6,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5931","172","SD S AL FATHIR","20230613","SD","Swasta","10 Mar 2022 17:39:57",2,291,11,8,2,6,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5932","173","SD S ALUSI","20230624","SD","Swasta","05 Mar 2022 13:27:36",8,304,11,15,1,6,0,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5933","174","SD S ARRAHMAH","20230631","SD","Swasta","02 Sep 2021 18:47:09",0,0,0,7,1,6,0,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5934","175","SD S NURUL KARIMAH","20230404","SD","Swasta","23 Jan 2022 15:32:33",1,139,6,8,1,6,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5935","176","SD S PELITA ATSIRI PERMAI","20230690","SD","Swasta","15 Mar 2022 12:10:31",12,513,17,24,6,20,1,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5936","177","SD S PERWANIDA NURUL FAJAR","20230695","SD","Swasta","08 Mar 2022 19:23:50",17,434,18,24,3,20,2,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5937","178","SD YPI HM ASMAN","20200877","SD","Swasta","02 Mar 2022 09:11:52",10,232,10,11,2,8,0,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5938","179","SDIT AN NIMAH","20230628","SD","Swasta","13 Feb 2022 23:14:03",13,168,6,9,4,6,0,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5939","180","SDIT AR-RAHMAN","69932762","SD","Swasta","09 Mar 2022 19:06:02",38,292,11,16,4,11,2,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5940","181","SDS ALAM MUTIARA","20258115","SD","Swasta","18 Mar 2022 14:45:05",17,241,10,18,2,11,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5941","182","SDS HIKMAH FAJAR","20268423","SD","Swasta","07 Feb 2022 22:09:12",4,64,6,7,5,6,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5942","183","SDS ISLAM AL AMIEN","20276385","SD","Swasta","01 Mar 2022 16:09:29",6,85,6,8,1,6,0,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5943","184","SDS IT AL HAMIDIYYAH","69760692","SD","Swasta","03 Mar 2022 15:05:19",13,406,14,6,1,10,0,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5944","185","SDS IT AL HASIMIYAH","20258401","SD","Swasta","15 Mar 2022 00:52:02",8,261,11,15,1,6,1,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5945","186","SDS IT BINA MUJTAMA","69774829","SD","Swasta","21 Feb 2022 01:10:05",7,162,10,14,5,12,2,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5946","187","SDS IT NAHWA NUR","20276394","SD","Swasta","21 Feb 2022 11:56:04",8,456,17,32,5,17,1,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5947","188","SDS MUHAMMADIYAH","20201337","SD","Swasta","21 Feb 2022 09:14:54",16,289,11,17,6,12,2,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5948","189","SDT AL MUJTAHIDIN","69912770","SD","Swasta","11 Mar 2022 11:24:03",5,90,6,5,1,6,0,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5949","190","SMP N 2 BOJONGGEDE","20253972","SMP","Negeri","17 Mar 2022 09:59:21",32,1.053,26,35,9,26,2,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5950","191","SMP NEGERI 1 BOJONGGEDE","20200723","SMP","Negeri","17 Mar 2022 15:58:10",24,1.523,32,43,10,28,3,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5951","192","SMP ABDI BANGSA","69964715","SMP","Swasta","23 Feb 2022 14:17:49",11,271,8,5,3,9,1,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5952","193","SMP AL HUSNA PABUARAN","69880803","SMP","Swasta","06 Feb 2022 21:13:24",4,190,7,11,2,6,0,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5953","194","SMP AL-BASYARIAH","20230926","SMP","Swasta","17 Mar 2022 13:41:16",24,486,17,20,9,30,3,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5954","195","SMP ASABA","20231062","SMP","Swasta","10 Mar 2022 11:27:37",11,316,9,10,1,9,2,2,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5955","196","SMP CITAYAM PLUS","20268533","SMP","Swasta","10 Mar 2022 08:53:31",14,370,11,17,3,12,2,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5956","197","SMP CITRA MADANI","60725420","SMP","Swasta","07 Feb 2022 12:35:04",3,57,3,8,0,3,0,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5957","198","SMP ISLAM AL FALAH","20200557","SMP","Swasta","22 Feb 2022 10:01:19",14,186,6,9,1,6,2,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5958","199","SMP ISLAM AL GHIFARI","20258410","SMP","Swasta","02 Mar 2022 11:28:16",9,253,7,8,5,7,0,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5959","200","SMP ISLAM AL KHIDMAH","70023969","SMP","Swasta","13 Mar 2022 20:59:01",20,219,7,5,2,7,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5960","201","SMP ISLAM AN NIMAH","69978761","SMP","Swasta","17 Mar 2022 21:55:29",20,66,3,11,3,3,1,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5961","202","SMP ISLAM DAARUS SHOFWAH","70025099","SMP","Swasta","-",0,0,0,0,0,0,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5962","203","SMP ISLAM DAARUSSALAM AL-JAMALIYAH","69893022","SMP","Swasta","28 Feb 2022 13:31:57",19,192,6,7,1,6,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5963","204","SMP ISLAM MANDIRI","20231067","SMP","Swasta","15 Mar 2022 11:33:56",22,364,12,11,4,15,1,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5964","205","SMP ISLAM NURUL FALAH","20200539","SMP","Swasta","21 Feb 2022 20:18:21",16,222,8,5,1,9,1,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5965","206","SMP ISLAM NURUSH SODIQIN","20200541","SMP","Swasta","13 Mar 2022 10:10:30",13,166,5,9,2,6,1,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5966","207","SMP ISLAM NUSANTARA","20200542","SMP","Swasta","01 Mar 2022 14:56:32",16,193,6,1,4,6,0,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5967","208","SMP ISLAM PLUS AS SYARIFIYYAH","70025224","SMP","Swasta","15 Mar 2022 16:42:14",38,63,2,7,3,1,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5968","209","SMP ISLAM SIROJUL ATHFAL","20200558","SMP","Swasta","27 Feb 2022 01:05:03",3,80,3,3,2,3,0,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5969","210","SMP ISLAM TERPADU AL-IMAN","20230933","SMP","Swasta","21 Feb 2022 22:48:14",3,69,3,5,2,3,2,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5970","211","SMP ISLAM TERPADU DARUNNIDA","69908580","SMP","Swasta","16 Mar 2022 13:19:22",5,180,6,9,2,6,2,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5971","212","SMP ISLAM YPI HM ASMAN","20231076","SMP","Swasta","25 Feb 2022 00:13:56",12,106,4,1,2,5,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5972","213","SMP KARYA BHAKTI","20200575","SMP","Swasta","06 Feb 2022 16:41:39",1,34,3,5,1,3,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5973","214","SMP LOGOS INDONESIA","70009054","SMP","Swasta","06 Feb 2022 10:47:37",30,145,6,8,1,8,1,2,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5974","215","SMP MUHAMMADIYAH PABUARAN","20231097","SMP","Swasta","22 Feb 2022 10:11:58",17,295,10,20,5,11,3,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5975","216","SMP PELITA ATSIRI","20253846","SMP","Swasta","18 Mar 2022 08:30:01",19,287,10,18,6,10,2,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5976","217","SMP PGRI BOJONGGEDE","20231126","SMP","Swasta","27 Jan 2022 20:30:42",2,28,3,3,3,4,0,0,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5977","218","SMP PLUS AL-KINDA","69968479","SMP","Swasta","10 Mar 2022 15:59:10",5,101,3,9,4,4,1,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5978","219","SMP TERPADU PRIMA BANGSA","70006021","SMP","Swasta","18 Mar 2022 14:24:22",27,188,7,2,3,7,1,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5979","220","SMP WIRA BUANA","20258398","SMP","Swasta","18 Mar 2022 13:44:40",16,573,18,15,1,27,3,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5980","221","SMP YPN BOJONGGEDE","20231175","SMP","Swasta","04 Mar 2022 22:59:18",8,36,3,3,2,3,1,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5981","222","SMPIT NAHWA NUR","69984461","SMP","Swasta","16 Feb 2022 14:06:25",2,90,4,6,6,4,1,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5982","223","SMPS ALAM CIMANGGIS","20269581","SMP","Swasta","11 Feb 2022 09:25:19",3,24,3,5,3,3,1,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
"5983","224","SMPS CAKRAWALA","20255891","SMP","Swasta","17 Nov 2021 08:24:16",0,0,0,5,3,7,1,1,"Data Peserta Didik Kec. Bojong Gede - Dapodikdasmen.html"
